PID,Name,Path
1040,RASDLG.dll,C:\WINDOWS\System32\RASDLG.dll
1040,dssenh.dll,C:\WINDOWS\System32\dssenh.dll
1040,xactsrv.dll,C:\WINDOWS\System32\xactsrv.dll
1040,NETRAP.dll,C:\WINDOWS\System32\NETRAP.dll
1040,netcfgx.dll,C:\WINDOWS\system32\netcfgx.dll
1040,tapisrv.dll,c:\windows\system32\tapisrv.dll
1040,rasmans.dll,c:\windows\system32\rasmans.dll
1040,WINIPSEC.DLL,c:\windows\system32\WINIPSEC.DLL
1040,rastapi.dll,C:\WINDOWS\System32\rastapi.dll
1040,unimdm.tsp,C:\WINDOWS\System32\unimdm.tsp
1040,uniplat.dll,C:\WINDOWS\System32\uniplat.dll
1040,kmddsp.tsp,C:\WINDOWS\System32\kmddsp.tsp
1040,ndptsp.tsp,C:\WINDOWS\System32\ndptsp.tsp
1040,ipconf.tsp,C:\WINDOWS\System32\ipconf.tsp
1040,h323.tsp,C:\WINDOWS\System32\h323.tsp
1040,hidphone.tsp,C:\WINDOWS\System32\hidphone.tsp
1040,HID.DLL,C:\WINDOWS\System32\HID.DLL
1040,rasppp.dll,C:\WINDOWS\System32\rasppp.dll
1040,ntlsapi.dll,C:\WINDOWS\System32\ntlsapi.dll
1040,kerberos.dll,C:\WINDOWS\system32\kerberos.dll
1040,RASQEC.DLL,C:\WINDOWS\System32\RASQEC.DLL
1040,wbemsvc.dll,C:\WINDOWS\system32\wbem\wbemsvc.dll
1040,wbemprox.dll,C:\WINDOWS\system32\wbem\wbemprox.dll
1040,wbemcons.dll,C:\WINDOWS\system32\wbem\wbemcons.dll
1072,win32dd.exe,C:\Documents and Settings\Administrator\My Documents\Incident Response Suites\CMATv1.02a\win32dd.exe
1072,ntdll.dll,C:\WINDOWS\system32\ntdll.dll
1072,kernel32.dll,C:\WINDOWS\system32\kernel32.dll
1072,USER32.dll,C:\WINDOWS\system32\USER32.dll
1072,GDI32.dll,C:\WINDOWS\system32\GDI32.dll
1072,WS2_32.dll,C:\WINDOWS\system32\WS2_32.dll
